name,model,rho,i,time,train_rocauc,test_rocauc,train_prauc,test_prauc,train_bacc,test_bacc,train_kappa,test_kappa
nasa_cm1,wekaRF,0.0,0,0.018854799999999727,0.9999642882651238,0.7005555555555556,0.9996794871794873,0.26838663744493685,0.9871794871794872,0.55,0.98562242612528,0.16666666666666674
nasa_cm1,wekaRF,0.05,0,0.01293940000000049,0.9997555865921788,0.721111111111111,0.9979413802660754,0.27909323539714603,0.975,0.55,0.9715754892158263,0.16666666666666674
nasa_cm1,wekaRF,0.1,0,0.02157190000000142,0.9998633599781376,0.7272222222222222,0.9988379010279044,0.255989922183952,0.975609756097561,0.5388888888888889,0.9722086446477202,0.11290322580645151
nasa_cm1,wekaRF,0.2,0,0.01585770000000153,0.9998787658362126,0.7111111111111111,0.9991130902338301,0.3459041938443991,0.9787234042553192,0.6,0.9754214784165998,0.31034482758620696
nasa_cm1,wekaRF,0.25,0,0.021886899999998377,0.9990178571428571,0.7255555555555555,0.9936370326587334,0.2930562888393194,0.9583333333333333,0.5388888888888889,0.9508520622375896,0.11290322580645151
nasa_cm1,wekaRF,0.33,0,0.015862699999999563,0.99985380971873,0.7205555555555556,0.998994809854868,0.2722498005748458,0.9795918367346939,0.5444444444444445,0.9763109338729837,0.13793103448275867
nasa_cm1,wekaRF,0.5,0,0.021909299999997245,0.9995275678079146,0.695,0.9969639087857712,0.32907103740565224,0.9615384615384616,0.6,0.9542633877269593,0.31034482758620696
nasa_cm1,wekaRF,0.66,0,0.023529800000002155,0.9992797242372795,0.6933333333333334,0.9958778704902711,0.25288496061147625,0.956140350877193,0.5333333333333333,0.9468681582741496,0.09090909090909083
nasa_cm1,wekaRF,0.75,0,0.019206600000000407,0.9970706006322444,0.768888888888889,0.9884123125188754,0.27053286290441225,0.9383561643835616,0.55,0.9207206409632155,0.16666666666666674
nasa_cm1,wekaRF,0.9,0,0.031521299999997865,0.9966577540106951,0.6877777777777777,0.9861075978146333,0.17498705790021069,0.9338235294117647,0.5333333333333333,0.9157612529984479,0.09090909090909083
nasa_cm1,wekaRF,1.0,0,0.03449070000000276,0.9985514655760054,0.7611111111111111,0.993725939627783,0.3148563124779381,0.9444444444444444,0.6222222222222222,0.9291058069112932,0.2682926829268292
nasa_cm1,wekaRF,1.25,0,0.01983549999999923,0.9971254355400697,0.5822222222222222,0.9885423767055058,0.13027423559216394,0.9357142857142857,0.5388888888888889,0.9178402679021973,0.11290322580645151
nasa_cm1,khiops,0.0,0,1.5434121000000118,0.7968002285551032,0.6772222222222222,0.4703619050173089,0.28686207392838164,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.0,0,1.6506666000000223,0.7968002285551032,0.6772222222222222,0.4703619050173089,0.28686207392838164,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.05,0,1.4583840999999893,0.7879189944134077,0.6716666666666667,0.4639374283725595,0.2831890950387332,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.05,0,1.6271904999999833,0.7879189944134077,0.6716666666666667,0.4639374283725595,0.2831890950387332,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.1,0,1.2371324000000072,0.7708205233312837,0.6877777777777778,0.4844736657684126,0.3359167528408145,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.1,0,1.7050594000000387,0.7708205233312837,0.6877777777777778,0.4844736657684126,0.3359167528408145,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.2,0,1.4197427999999945,0.745196096259926,0.6888888888888889,0.4702698307797562,0.37567774980678204,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.2,0,1.7779257000000257,0.745196096259926,0.6888888888888889,0.4702698307797562,0.37567774980678204,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.25,0,1.3903333000000089,0.751547619047619,0.673888888888889,0.4534483165491149,0.28676739245322724,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.25,0,1.3981582000000117,0.751547619047619,0.673888888888889,0.4534483165491149,0.28676739245322724,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.33,0,1.541162799999995,0.7450149114086895,0.6833333333333333,0.47004731801431054,0.3324585750055052,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.33,0,1.6602753000000234,0.7450149114086895,0.6833333333333333,0.47004731801431054,0.3324585750055052,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.5,0,1.470479399999988,0.6990051133837261,0.6755555555555555,0.4546248150345283,0.457465935526753,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.5,0,1.6211716999999908,0.6990051133837261,0.6755555555555555,0.4546248150345283,0.457465935526753,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.66,0,1.2205124000000183,0.7425785872305397,0.6816666666666666,0.4180062700569744,0.20840348579861492,0.5979060554612338,0.5222222222222223,0.25801640566741235,0.05405405405405406
nasa_cm1,khiopsRF,0.66,0,1.7729391999999962,0.7425785872305397,0.6816666666666666,0.4180062700569744,0.20840348579861492,0.5979060554612338,0.5222222222222223,0.25801640566741235,0.05405405405405406
nasa_cm1,khiops,0.75,0,1.4284544999999866,0.5,0.5,0.5917085427135679,0.55,0.5,0.5,0.0,0.0
nasa_cm1,khiopsRF,0.75,0,1.5124675000000138,0.5,0.5,0.5917085427135679,0.55,0.5,0.5,0.0,0.0
nasa_cm1,khiops,0.9,0,1.4305421000000251,0.6109180035650623,0.5222222222222223,0.45126367129766476,0.17833333333333334,0.5,0.5,0.0,0.0
