name,model,rho,i,time,train_rocauc,test_rocauc,train_prauc,test_prauc,train_bacc,test_bacc,train_kappa,test_kappa
eyestate_full,wekaRF,0.0,0,2.2533725000000118,1.0,0.9826716173757639,1.0,0.9795400570249223,1.0,0.9321907788539144,1.0,0.8667260990244241
eyestate_full,wekaRF,0.05,0,0.9764126999999974,1.0,0.9819334248529921,1.0,0.9792625448133284,1.0,0.9300279963680388,1.0,0.8626287795900556
eyestate_full,wekaRF,0.1,0,0.8924251000000254,1.0,0.9807329049204427,0.9999999999999999,0.9775429157880609,1.0,0.9262825363196125,1.0,0.8551749437093632
eyestate_full,wekaRF,0.2,0,0.9449254000000167,1.0,0.9781136501210653,1.0,0.9747673729016094,1.0,0.9175620460048426,1.0,0.8387309226774745
eyestate_full,wekaRF,0.25,0,0.9312919999999849,0.9999999999999999,0.9762888868471116,1.0,0.9731192307733845,1.0,0.9121897699757869,1.0,0.8284593596137151
eyestate_full,wekaRF,0.33,0,1.134610400000014,1.0,0.9669042934970599,1.0,0.9620102126512204,1.0,0.898462721953188,1.0,0.8007019588961253
eyestate_full,wekaRF,0.5,0,1.1767820000000029,1.0,0.9548495510492332,0.9999999999999999,0.9493467831563115,1.0,0.8806118845843423,1.0,0.7632354242795909
eyestate_full,wekaRF,0.66,0,1.4970433000000014,1.0,0.9063932246627464,1.0,0.891445107425625,1.0,0.8278916969330106,1.0,0.657196479011191
eyestate_full,wekaRF,0.75,0,1.268919000000011,1.0,0.8675192137236251,1.0,0.8460797011366336,1.0,0.7847117130750605,1.0,0.57065042243019
eyestate_full,wekaRF,0.9,0,1.4774157999999886,1.0,0.7616023236625159,0.9999999999999999,0.7205453995733121,1.0,0.7019774011299436,1.0,0.404347441901564
eyestate_full,wekaRF,1.0,0,1.9811387999999965,1.0,0.6306821457396518,0.9999999999999999,0.570634336345859,1.0,0.5892667978208233,1.0,0.17920480006076023
eyestate_full,wekaRF,1.25,0,1.5066658000000075,1.0,0.31367417199930825,1.0,0.33878820858244774,1.0,0.35890208837772397,1.0,-0.2775941099484558
eyestate_full,khiops,0.0,0,2.868231000000037,0.7819325272997197,0.7612525942580421,0.7217530872069924,0.6944741623608689,0.706353977864685,0.6900032788539144,0.42002014449934344,0.38704001027551216
eyestate_full,khiopsRF,0.0,0,30.30644769999998,0.960651503259585,0.9277832425343019,0.9560518261955665,0.9170482467751868,0.8861017957658818,0.8416754943502824,0.7772729319023846,0.6872118756380745
eyestate_full,khiops,0.05,0,2.332338600000071,0.7669556029581488,0.7603394244350283,0.7070450085204611,0.6934046108257288,0.7009363281200502,0.6921849778046811,0.4079011533936828,0.3908215471809404
eyestate_full,khiopsRF,0.05,0,25.99450109999998,0.9341677637659442,0.9195068387524501,0.9233395730848768,0.9067374414367817,0.8579686242109545,0.8280367231638418,0.7203382403842447,0.6586316908897554
eyestate_full,khiops,0.1,0,2.477517799999987,0.7510951796183979,0.7611116215554019,0.689326670492171,0.6919987625062638,0.6854895507787817,0.6864722054075867,0.3779121435868473,0.38049226097808886
eyestate_full,khiopsRF,0.1,0,27.620740899999987,0.9053241795490392,0.901764095468696,0.8898166317092027,0.8890730147059037,0.8306626283360572,0.8174308918482647,0.6658559601816196,0.637959219880625
